R_1nT53ysJXrg7hl3,3/7/16 14:50,3/7/16 14:52,KM8aPtzLYKjy9Wd6r,KM8aPtzLYKjy9Wd6r,,,0,1,,,,,0,2,,,0,3,,,0,3,0,2,,,0,1,,,,,,,,,,,0,1,0,2,,,,,,,0,3,,,0,2,0,1,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,
R_2sXyh7k0Bu90ipa,3/7/16 15:22,3/7/16 15:25,BynvkWSwo2taRoXrX,BynvkWSwo2taRoXrX,0,2,,,,,,,0,1,,,,,0,3,0,2,0,1,,,,,,,,,,,0,3,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,1,0,2,,,,,,,,,,,0,3,,,
R_1rGPNOSWSLkDJmQ,3/7/16 17:36,3/7/16 17:38,Wsfum3agWhXQX8CXx,Wsfum3agWhXQX8CXx,,,,,0,3,,,,,0,2,0,1,,,,,,,0,2,,,,,0,3,0,1,,,,,,,0,3,,,,,0,2,0,1,,,,,,,0,2,,,,,0,3,0,1,,,0,1,0,2,,,,,,,,,0,3,,,,,
R_vqvyS4k4bnkfbah,3/7/16 18:05,3/7/16 18:07,wLGnCDxPy8oExZXAx,wLGnCDxPy8oExZXAx,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,,,
R_23WVaXEeZissDYO,3/7/16 18:43,3/7/16 18:44,Zni6Soax4z3GW8Df2,Zni6Soax4z3GW8Df2,,,,,,,,,0,1,0,2,,,0,3,0,2,0,1,,,,,,,,,,,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,0,2,0,1,,,,,,,,,,,0,3,,,
R_3O3axKZD9HOoRbG,3/7/16 21:09,3/7/16 21:12,Q8rabz9pmuEnvSaoN,Q8rabz9pmuEnvSaoN,,,,,,,,,0,3,,,0,1,0,2,0,1,,,,,,,,,,,0,2,0,3,0,2,,,,,,,,,,,0,1,0,3,0,3,,,,,,,,,,,0,1,0,2,0,1,0,3,0,2,,,,,,,,,,,,,
R_3KTOXUteGXzLpPc,3/8/16 0:49,3/8/16 0:51,XEFQSfMA4Np9cuPw7,XEFQSfMA4Np9cuPw7,,,0,3,,,,,0,1,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,2,,,0,1,0,3,0,1,0,3,,,,,,,,,,,0,2,,,
R_1q2hZnJ1QoY2zQZ,3/8/16 2:36,3/8/16 2:38,db7vBSrm7682SAdgu,db7vBSrm7682SAdgu,0,3,,,,,,,,,,,0,1,0,2,0,1,0,2,,,,,,,,,,,0,3,0,3,,,,,,,,,,,0,1,0,2,0,1,,,0,3,,,,,,,0,2,,,0,1,0,2,,,,,,,,,,,0,3,,,
R_1mIW0AYoiZYI9H5,3/8/16 9:32,3/8/16 9:33,qTogdieYhMcvruSAz,qTogdieYhMcvruSAz,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,
R_2VfDEAywL2bsAMq,3/8/16 9:33,3/8/16 9:35,z5RvEc5BoDxBiH3iy,z5RvEc5BoDxBiH3iy,0,1,,,,,,,0,3,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,,,0,3,,,,,,,0,2,0,1,,,0,1,,,,,,,0,3,,,0,2,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_exNASneTrjh1YmB,3/8/16 9:35,3/8/16 9:38,kr7Pu2RZwAfTs2CKX,kr7Pu2RZwAfTs2CKX,0,1,,,0,3,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,3,,,,,,,0,2,,,,,
R_27v4lC8cMvVQbDS,3/8/16 9:41,3/8/16 9:42,KhryLZQ5TvoZre7Wq,KhryLZQ5TvoZre7Wq,0,2,,,,,,,,,,,0,1,0,3,0,2,0,1,,,,,,,,,,,0,3,,,0,1,,,,,,,,,0,3,0,2,,,0,2,,,,,,,,,0,1,0,3,0,1,0,2,,,,,,,,,,,0,3,,,
R_bHg1bz8PXd75IE9,3/8/16 9:54,3/8/16 9:55,ZB5o3tfWNxeqjrk9A,ZB5o3tfWNxeqjrk9A,0,1,0,3,,,,,,,,,0,2,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,3,0,2,,,,,,,,,0,1,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_viViEvM06fYmDsZ,3/8/16 10:20,3/8/16 10:21,SPtAAc7NJbzx6HGnv,SPtAAc7NJbzx6HGnv,0,2,,,0,3,,,,,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,0,3,,,,,,,,,0,2,,,,,
R_24w8GtvOs6nBBkG,3/8/16 10:25,3/8/16 10:26,RiaXcXZD8EMe3D675,RiaXcXZD8EMe3D675,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,,,,,,,,,0,3,,,,,,,0,3,,,0,2,,,0,1,,,0,2,,,0,1,,,,,,,0,3,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_3dYyd9dCXujXHUe,3/8/16 10:38,3/8/16 10:40,WWN5DFC5NTCBf5mzm,WWN5DFC5NTCBf5mzm,,,,,0,3,,,0,2,,,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,
R_3ezvF8HHD1K8hEM,3/8/16 10:40,3/8/16 10:41,cLfpHqBMQyBqJmqZN,cLfpHqBMQyBqJmqZN,,,,,0,2,,,0,3,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_5h9jen1GrHQsaL7,3/8/16 10:55,3/8/16 10:58,kErKZoNcgLDEQLh9h,kErKZoNcgLDEQLh9h,,,0,1,,,,,,,,,0,3,0,2,0,1,0,2,0,3,,,,,,,,,,,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,,,0,3,0,2,,,0,2,0,1,0,3,,,,,,,,,,,
R_1geaXk45R36tJCs,3/8/16 11:07,3/8/16 11:09,ANpFmJSXtcMZLsKb7,ANpFmJSXtcMZLsKb7,0,3,0,2,,,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,,,0,2,0,1,,,,,,,0,3,,,,,0,2,0,1,,,,,,,0,1,,,,,0,2,0,3,,,,,,,,,
R_WeWsg4xL0wrXUgV,3/8/16 11:11,3/8/16 11:20,RRGteZxa2sZLjy7tF,RRGteZxa2sZLjy7tF,0,2,,,,,,,0,1,,,0,3,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,3,,,,,,,0,1,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,,,
R_1mC3MqHd3eylYAr,3/8/16 11:39,3/8/16 11:49,MWawPm7rihwQdSfEc,MWawPm7rihwQdSfEc,0,3,,,0,2,,,,,,,0,1,,,,,0,1,0,3,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,,,
R_3JsbWJTwmPc7dpr,3/8/16 12:20,3/8/16 12:28,CpCwPvRPuXbcP6cz2,CpCwPvRPuXbcP6cz2,0,1,,,,,,,0,3,,,0,2,,,0,2,,,0,1,,,,,0,3,,,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,0,1,,,,,,,0,3,,,0,2,,,,,
R_3lzCBQDtgeErvGC,3/8/16 12:45,3/8/16 12:47,wGaSKjvm4o49LhLrg,wGaSKjvm4o49LhLrg,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,,,,,0,2,,,,,,,0,1,0,3,,,
R_1Du1mHqJZJ6l1k7,3/8/16 14:50,3/8/16 14:52,4KFh6N3nNwuJAz9bM,4KFh6N3nNwuJAz9bM,,,0,2,,,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_w0laSDYOFplrJVT,3/8/16 15:13,3/8/16 15:14,2EXM3D2Y33A7MB3o7,2EXM3D2Y33A7MB3o7,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,1,,,0,3,,,,,,,,,
R_1ou1yrRlCCulWbs,3/8/16 16:06,3/8/16 16:09,xPohAATJY45H5Nmhy,xPohAATJY45H5Nmhy,,,,,0,2,,,0,1,,,0,3,,,0,1,0,3,0,2,,,,,,,,,,,,,0,2,,,,,0,1,,,0,3,,,,,0,3,,,,,0,1,,,0,2,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_3KDeHGW9IgGSD5K,3/8/16 17:21,3/8/16 17:23,MLNEv85tZLCBBPkBJ,MLNEv85tZLCBBPkBJ,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,0,1,0,2,,,,,,,,,,,0,3,,,
R_1NgO7z7YhW5J6m4,3/8/16 17:24,3/8/16 17:25,yqvi6AycizdfMW67J,yqvi6AycizdfMW67J,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_1LkOSBlkXQHqNH3,3/8/16 18:48,3/8/16 18:51,GBR5Ti7uHcvswPGew,GBR5Ti7uHcvswPGew,0,2,,,,,,,0,1,,,0,3,,,0,1,,,0,2,,,0,3,,,,,,,0,3,,,,,,,0,2,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,0,3,0,1,,,,,,,,,,,,,
R_3RlNpCTpEnajBHc,3/8/16 21:51,3/8/16 21:59,MXzThn8PokRb4ock5,MXzThn8PokRb4ock5,0,3,,,,,,,0,2,0,1,,,,,0,2,0,1,0,3,,,,,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,0,3,,,,,0,1,,,,,,,0,2,,,0,1,,,0,3,,,,,,,,,
R_DUmCGcsSDDfRJuN,3/9/16 0:05,3/9/16 0:07,2sTmttj6NkHQFsJLd,2sTmttj6NkHQFsJLd,,,0,1,,,,,0,2,,,0,3,,,0,1,0,3,,,,,,,,,0,2,,,,,0,1,,,,,,,,,0,2,0,3,,,0,1,,,,,,,,,0,2,0,3,0,1,0,2,,,,,,,,,,,0,3,,,
R_1rrj2vqM2UDUd6c,3/9/16 3:57,3/9/16 3:58,smxtCGqQDdoxSBHnM,smxtCGqQDdoxSBHnM,,,0,2,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,,,
R_2XmMbbm8MRLagr9,3/9/16 5:02,3/9/16 5:06,xM423TEd4E3xpgssf,xM423TEd4E3xpgssf,,,,,0,2,,,,,0,3,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,,,0,2,,,,,,,0,1,0,3,,,0,3,0,2,,,,,,,0,1,,,0,1,0,2,,,,,,,,,0,3,,,,,
R_Di8zgr4pFvE03wB,3/9/16 8:32,3/9/16 8:33,JJ5EnHryZ8c2oGQCB,JJ5EnHryZ8c2oGQCB,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,,,,,0,3,,,0,3,,,0,2,,,0,1,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,3,0,2,0,1,,,,,,,,,,,,,
R_OQn478VsVeVbVfj,3/9/16 11:09,3/9/16 11:12,n57DFjukqiJmSHEDQ,n57DFjukqiJmSHEDQ,,,,,0,1,,,0,2,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,,,0,3,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,
R_OIQfZB2Xf3CxJmh,3/9/16 17:18,3/9/16 17:20,DjhvjjCAx4ASj2o8R,DjhvjjCAx4ASj2o8R,,,0,1,,,0,2,,,,,,,0,3,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,1,0,2,,,0,3,,,,,,,,,0,2,0,1,,,,,,,,,,,0,3,,,
R_UgrtI5clrRx9AXf,3/9/16 19:00,3/9/16 19:01,zsJhRyaRoAYMth497,zsJhRyaRoAYMth497,0,1,0,3,,,,,,,,,0,2,,,0,1,0,2,,,0,3,,,,,,,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,2,0,3,0,1,,,,,,,,,,,,,
R_3RqD5rkyQhSNV3z,3/9/16 20:36,3/9/16 20:38,SJfYbZhnHTBay5yyX,SJfYbZhnHTBay5yyX,,,,,0,3,0,2,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,,,0,2,,,0,3,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,,,
R_3qUadCcUuF4cUnx,3/9/16 21:24,3/9/16 21:27,L9LpdeQFGzvFngGYS,L9LpdeQFGzvFngGYS,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,0,3,,,0,1,,,0,2,,,,,,,,,,,0,3,,,0,1,,,0,2,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_2qrNCZVRWXTfvzc,3/10/16 0:21,3/10/16 0:23,qifugRh7PhFJPpCmX,qifugRh7PhFJPpCmX,0,3,,,0,1,,,,,,,0,2,,,0,2,,,0,1,,,,,,,0,3,,,,,,,0,2,,,,,0,3,0,1,,,,,,,0,2,,,,,0,3,0,1,,,,,,,0,2,,,,,0,1,0,3,,,,,
R_2zLRcrUg4jtKIWw,3/10/16 1:13,3/10/16 1:15,cWth44wpGS4qP2Yub,cWth44wpGS4qP2Yub,,,0,1,0,2,,,,,,,0,3,,,0,2,0,1,0,3,,,,,,,,,,,,,0,1,,,,,0,3,,,0,2,,,,,0,1,,,,,0,3,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_11aUvZJoVUmT0X4,3/10/16 2:55,3/10/16 2:57,uHwSGkE8yothku3Pp,uHwSGkE8yothku3Pp,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_1Qou307Yp4F1l0e,3/10/16 9:38,3/10/16 9:39,cSZYtAZP8JYGj5YJm,cSZYtAZP8JYGj5YJm,,,,,0,1,,,,,0,2,0,3,,,,,,,0,2,,,,,0,1,0,3,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,0,2,0,3,,,,,
R_6Edi9cfYwnDEvap,3/10/16 9:48,3/10/16 9:48,TRHpDyjtFJ4Bf98dL,TRHpDyjtFJ4Bf98dL,0,3,0,2,,,,,0,1,,,,,,,0,1,,,,,0,3,,,0,2,,,,,0,3,0,2,,,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,0,1,0,3,,,,,,,,,0,2,,,,,
R_2c2FNfiMxxANMTQ,3/10/16 9:48,3/10/16 9:50,KgZMYh23LzaJQn9xQ,KgZMYh23LzaJQn9xQ,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3nCa5YcWqCSEZUJ,3/10/16 9:50,3/10/16 9:51,7Rn59QWiRLMAcySTj,7Rn59QWiRLMAcySTj,,,,,0,2,,,0,3,,,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,,,0,3,,,0,1,,,0,2,,,,,0,3,0,2,,,,,,,0,1,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_2ZTWxVmqmAvs9gq,3/10/16 9:52,3/10/16 9:53,vHTKf9kPuCEvY8Fb8,vHTKf9kPuCEvY8Fb8,,,0,2,0,3,,,,,,,0,1,,,0,3,0,2,,,,,,,,,0,1,,,0,1,,,,,,,0,3,,,0,2,,,0,1,0,3,,,,,,,,,0,2,,,0,3,0,2,,,,,,,,,0,1,,,,,
R_1IZ2kJeTNWhJRhk,3/10/16 9:52,3/10/16 9:54,XsvK4NT3Nh5wjR8En,XsvK4NT3Nh5wjR8En,0,3,,,,,,,,,0,1,0,2,,,,,0,3,,,,,,,0,1,0,2,,,0,3,,,,,,,,,0,1,0,2,,,0,3,,,,,,,,,0,1,0,2,,,,,0,3,,,,,,,0,1,0,2,,,,,
R_1YZ03lpaQsZ9Fnj,3/10/16 9:54,3/10/16 9:56,oWHGBei3dY4SjyLpw,oWHGBei3dY4SjyLpw,0,3,,,0,1,,,0,2,,,,,,,0,2,0,1,,,,,0,3,,,,,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_3waJSl2uUCst5pn,3/10/16 9:53,3/10/16 9:57,ZNHoLFfThXn3dxpiE,ZNHoLFfThXn3dxpiE,,,,,0,2,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,
R_2ve8gu3gGnmB64c,3/10/16 9:55,3/10/16 9:58,NvQHkQfCNThsLfjfy,NvQHkQfCNThsLfjfy,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_SKaJZc2cVSWakpz,3/10/16 10:01,3/10/16 10:02,E3NcHz7W573rHYeyY,E3NcHz7W573rHYeyY,0,2,,,0,3,,,,,,,0,1,,,0,2,0,1,0,3,,,,,,,,,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,1,,,,,,,0,3,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3M9hb77nTca8QhV,3/10/16 10:02,3/10/16 10:06,bWNtxPkGd8xNqDf2H,bWNtxPkGd8xNqDf2H,0,3,,,0,2,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_28HUFZwk5iGfq1C,3/10/16 10:08,3/10/16 10:11,8nBmn9tiXEPEpabJq,8nBmn9tiXEPEpabJq,0,2,0,3,0,1,,,,,,,,,,,0,3,0,2,0,1,,,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,1,0,3,,,0,2,,,,,,,,,,,
R_4TQy8zg7KVaz9jH,3/10/16 10:16,3/10/16 10:18,Af6EwezJnoFReEpua,Af6EwezJnoFReEpua,,,,,0,1,,,0,2,,,0,3,,,0,2,0,1,,,0,3,,,,,,,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,0,3,0,2,,,0,1,,,,,,,,,,,
R_1MMUyKif9owdyaZ,3/10/16 10:18,3/10/16 10:20,BNHYtgF3y6oE5Z7KQ,BNHYtgF3y6oE5Z7KQ,0,2,,,,,,,0,3,0,1,,,,,0,2,,,,,,,0,3,0,1,,,,,0,2,,,,,,,0,3,0,1,,,,,0,2,,,,,,,0,3,0,1,,,,,0,2,,,,,,,0,3,0,1,,,,,,,
R_3GqcPAq3AcC0dx8,3/10/16 10:19,3/10/16 10:23,yYx4x55HrFLHFahMb,yYx4x55HrFLHFahMb,0,2,0,1,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,,,
R_RhrP628DRIg4gVz,3/10/16 10:27,3/10/16 10:32,5eAZsM6sSPgLp2AGc,5eAZsM6sSPgLp2AGc,0,1,,,0,2,,,0,3,,,,,,,0,2,,,0,1,,,,,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,,,,,0,2,,,,,
R_Zqvr01uKfVgvhCN,3/10/16 10:37,3/10/16 10:39,QzQ7qWvZvRxG3DTiQ,QzQ7qWvZvRxG3DTiQ,0,1,,,0,3,,,,,,,0,2,,,0,1,0,2,0,3,,,,,,,,,,,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,0,3,0,2,,,,,,,,,,,,,
R_VPjfaJVlWeUANNf,3/10/16 10:36,3/10/16 10:41,MYDbh5c4b3ziMKmbt,MYDbh5c4b3ziMKmbt,,,,,,,,,,,0,2,0,1,0,3,0,2,,,0,1,,,,,0,3,,,,,,,,,,,,,,,0,1,0,2,0,3,0,3,,,0,1,,,,,0,2,,,,,0,3,,,,,,,,,0,1,0,2,,,,,
R_1rrDJ27B4gq9rWo,3/10/16 10:43,3/10/16 10:45,JzmhwhLyzer2RAe6v,JzmhwhLyzer2RAe6v,,,0,1,,,,,0,2,,,0,3,,,0,1,0,3,,,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,0,3,0,2,,,,,,,,,0,1,,,0,1,0,2,,,,,,,,,0,3,,,,,
R_2SlgfJ4jsU9P6yV,3/10/16 10:44,3/10/16 10:46,MA2uPdyzNp9BQAqer,MA2uPdyzNp9BQAqer,0,1,0,2,,,,,,,,,,,0,3,0,3,,,,,,,,,,,0,2,0,1,0,1,0,3,,,,,,,,,,,0,2,0,1,,,,,,,,,0,2,,,0,3,0,1,,,0,3,,,,,,,0,2,,,,,
R_2zooeml0iFqjMG4,3/10/16 10:50,3/10/16 10:51,udy3MprwBQ5HiyMCT,udy3MprwBQ5HiyMCT,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,
R_2qEMyN7HRXK5rAs,3/10/16 11:06,3/10/16 11:07,pJmeMQeWgG5t6W9qP,pJmeMQeWgG5t6W9qP,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,,,
R_BLO0Glydqg2t9wR,3/10/16 11:16,3/10/16 11:17,jDE43c8DM6a8vfhLt,jDE43c8DM6a8vfhLt,0,2,0,1,0,3,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,1,,,0,3,,,,,,,0,2,,,,,
R_24eNBvx2nNZLtaJ,3/10/16 11:17,3/10/16 11:18,QFG552t36L3EZH7Jy,QFG552t36L3EZH7Jy,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,
R_1QGToKeaUfomUN4,3/10/16 11:17,3/10/16 11:19,ShADd3RgtYRfwa2MZ,ShADd3RgtYRfwa2MZ,,,,,0,2,,,0,3,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,,,,,,,,,,,0,2,0,1,0,3,0,2,,,,,,,,,0,1,,,0,3,0,1,0,2,,,,,,,,,0,3,,,,,
R_9npEyFU9FaKDqMx,3/10/16 11:34,3/10/16 11:35,LcANkd9aNJ5k5m36D,LcANkd9aNJ5k5m36D,,,0,3,,,,,0,1,,,0,2,,,0,1,,,0,3,,,0,2,,,,,,,,,0,2,,,,,0,1,,,0,3,,,0,3,,,,,,,0,1,,,0,2,,,0,1,,,0,2,,,0,3,,,,,,,,,
R_3DiuUdXILfChXFF,3/10/16 11:37,3/10/16 11:39,btruDZRTdLHpSMw8Z,btruDZRTdLHpSMw8Z,,,,,0,3,,,,,0,2,0,1,,,0,2,0,1,,,0,3,,,,,,,,,0,2,,,,,,,,,,,0,3,0,1,,,,,,,,,,,0,1,0,3,0,2,0,3,0,1,,,0,2,,,,,,,,,,,
R_TpXMmw8FaIXUcjn,3/10/16 11:41,3/10/16 11:42,k3GpWCr7PFT6C8hp7,k3GpWCr7PFT6C8hp7,,,0,3,,,,,0,1,,,0,2,,,0,2,0,1,0,3,,,,,,,,,,,0,3,0,2,,,,,0,1,,,,,,,,,0,3,,,,,0,2,,,0,1,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_3IYtQEMAfWkLLqV,3/10/16 11:43,3/10/16 11:45,naXyBAkcHQnvmWAq2,naXyBAkcHQnvmWAq2,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,0,3,,,,,0,2,,,,,0,1,,,,,,,,,0,2,0,3,,,0,1,,,,,,,,,0,2,0,3,0,2,0,1,,,,,,,,,,,0,3,,,
R_3EgoxiwkwyeX8eJ,3/10/16 11:53,3/10/16 11:54,AQxTawn2raLNgqZ3P,AQxTawn2raLNgqZ3P,,,,,0,2,,,,,,,0,1,0,3,0,1,,,0,3,,,,,,,0,2,,,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,0,1,0,2,,,,,,,,,0,3,,,,,
R_3kF0B1Caxfe5D1j,3/10/16 12:09,3/10/16 12:11,5myTGNQJvs2WKRHzh,5myTGNQJvs2WKRHzh,0,3,0,2,,,,,0,1,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,3,0,1,,,,,,,,,0,2,,,0,3,0,2,,,0,1,,,,,,,,,0,3,,,0,1,,,,,,,0,2,,,,,
R_ukpSGoiwT2JPqKd,3/10/16 12:32,3/10/16 12:35,65rkkh9mvCWJswXdW,65rkkh9mvCWJswXdW,0,3,,,0,1,,,,,,,0,2,,,0,1,0,3,,,,,,,,,0,2,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,3,0,2,,,,,,,,,,,
R_5z10LXpQwOjDPEt,3/10/16 12:42,3/10/16 12:43,DE4yEJwaXQHEzKcQa,DE4yEJwaXQHEzKcQa,,,0,2,0,1,,,,,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,0,2,,,,,,,,,,,0,1,0,3,0,2,0,3,,,,,,,,,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,
